Alliance,Association,CaCode,MCVAboveAlliance,SumOfCountOfSurveyID,Inactivated,CaCodeUpdate,AllianceUpdate,AssociationUpdate,InactivationType,LineageNewCaCode
Pseudotsuga menziesii – Calocedrus decurrens,,82.600.00,,23,FALSE,,,,,
Pseudotsuga menziesii – Notholithocarpus densiflorus,Pseudotsuga menziesii – Notholithocarpus densiflorus,82.500.48,,22,TRUE,,,,Split,82.500.23
Pseudotsuga menziesii – Notholithocarpus densiflorus,Pseudotsuga menziesii – Notholithocarpus densiflorus – Umbellularia californica / Toxicodendron diversilobum,82.500.04,,4,FALSE,,,,,
Pseudotsuga menziesii – Notholithocarpus densiflorus,Pseudotsuga menziesii – Notholithocarpus densiflorus / Vaccinium ovatum,82.500.19,,6,FALSE,,,,,
Psorothamnus fremontii – Psorothamnus polydenius,,61.590.00,,42,FALSE,,,,,
Psorothamnus fremontii – Psorothamnus polydenius,Psorothamnus arborescens,61.590.04,,4,FALSE,,,,,
Psorothamnus fremontii – Psorothamnus polydenius,Psorothamnus arborescens – Atriplex confertifolia – Tetradymia spp.,61.590.05,,3,FALSE,,,,,
Psorothamnus fremontii – Psorothamnus polydenius,Psorothamnus polydenius – (Psorothamnus arborescens),61.590.03,,26,FALSE,,,,,
Psorothamnus fremontii – Psorothamnus polydenius,Psorothamnus polydenius var. polydenius / Achnatherum hymenoides,61.590.01,,4,FALSE,,,,,
Psorothamnus fremontii – Psorothamnus polydenius,Sarcobatus baileyi,61.590.06,,1,FALSE,,,,,
Psorothamnus spinosus,,61.570.00,,6,TRUE,,,,Merged,61.555.00
Psorothamnus spinosus,Psorothamnus spinosus / Ephedra californica – Ambrosia salsola,61.570.03,,1,TRUE,,,,Lumped,61.570.02
Purshia stansburiana,Coleogyne ramosissima – Purshia stansburiana,33.240.02,,4,FALSE,,,,,
Purshia stansburiana,Mortonia utahensis,33.375.01,,4,FALSE,,,,,
Purshia stansburiana,Purshia stansburiana,33.240.01,,2,FALSE,,,,,
Purshia stansburiana,Purshia stansburiana – Agave utahensis,33.240.03,,8,FALSE,,,,,
Purshia stansburiana,Purshia stansburiana – Artemisia tridentata,33.240.04,,10,FALSE,,,,,
Purshia tridentata - Artemisia tridentata,Purshia tridentata,35.200.07,,5,FALSE,,,,,
Purshia tridentata - Artemisia tridentata,Purshia tridentata – Artemisia tridentata – (Tetradymia canescens / Eriogonum umbellatum),35.200.08,,4,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,,35.200.00,,42,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Ericameria nauseosa / Bromus tectorum,35.310.06,,1,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Pinus monophylla / Artemisia tridentata / Elymus elymoides,87.040.15,,1,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Purshia glandulosa,35.200.06,,5,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Purshia glandulosa – Artemisia tridentata,35.110.07,,2,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Purshia tridentata,35.200.07,,9,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Purshia tridentata – Artemisia tridentata,,,10,FALSE,35.200.03,,,,
Purshia tridentata – Artemisia tridentata,Purshia tridentata – Artemisia tridentata,35.200.03,,6,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Purshia tridentata – Artemisia tridentata – (Tetradymia canescens / Eriogonum umbellatum),35.200.08,,17,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Purshia tridentata – Artemisia tridentata – Symphoricarpos rotundifolius,35.200.10,,4,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Purshia tridentata – Artemisia tridentata / Achnatherum hymenoides,35.200.02,,4,FALSE,,,,,
Purshia tridentata – Artemisia tridentata,Tetradymia canescens,35.200.09,,7,FALSE,,,,,
"Quercus (agrifolia, douglasii, garryana, kelloggii, lobata, wislizeni)",,71.100.00,,1,FALSE,,,,,
"Quercus (agrifolia, douglasii, garryana, kelloggii, lobata, wislizeni)",Mixed oak – Quercus agrifolia / Toxicodendron diversilobum,71.100.06,,6,FALSE,,,,,
"Quercus (agrifolia, douglasii, garryana, kelloggii, lobata, wislizeni)",Mixed oak – Quercus kelloggii / grass,71.100.04,,6,FALSE,,,,,
"Quercus (agrifolia, douglasii, garryana, kelloggii, lobata, wislizeni)",Quercus agrifolia – Quercus garryana – Quercus kelloggii,71.100.15,,28,FALSE,,,,,
"Quercus (agrifolia, douglasii, garryana, kelloggii, lobata, wislizeni)",Quercus douglasii – Quercus lobata – Quercus agrifolia / Toxicodendron diversilobum,71.100.14,,6,FALSE,,,,,
Quercus agrifolia,,,,78,FALSE,71.060.00,,,,
Quercus agrifolia,,71.060.00,,20,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia,71.060.02,,9,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia – Aesculus californica,,,5,FALSE,71.060.52,,,,
Quercus agrifolia,Quercus agrifolia – Aesculus californica,71.060.52,,9,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia – Arbutus menziesii – Umbellularia californica,71.060.26,,24,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia – Arbutus menziesii / Corylus cornuta – Rubus spp.,71.060.10,,4,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia – Pinus coulteri,71.060.23,,3,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia – Quercus engelmannii / Eriogonum fasciculatum,71.060.45,,1,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia – Quercus kelloggii,71.060.18,,11,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia – Umbellularia californica,71.060.48,,15,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia – Umbellularia californica / Arctostaphylos glauca – Toxicodendron diversilobum,71.060.51,,8,TRUE,,,,Lumped,71.060.05
Quercus agrifolia,Quercus agrifolia – Umbellularia californica / Heteromeles arbutifolia – Quercus berberidifolia,71.060.05,,30,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Adenostoma fasciculatum – (Salvia mellifera),71.060.07,,3,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Arctostaphylos (crustacea),71.060.57,,16,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Artemisia californica,71.060.08,,6,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Eriogonum wrightii,71.060.22,,2,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Frangula californica – Heteromeles arbutifolia,71.060.06,,6,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Frangula californica ssp. tomentella / Stachys pycnantha,71.060.36,,3,TRUE,,,,Split,"42.100.04, 71.060.39, 37.920.03"
Quercus agrifolia,Quercus agrifolia / grass,,,7,FALSE,71.060.09,,,,
Quercus agrifolia,Quercus agrifolia / grass,71.060.09,,49,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Heteromeles arbutifolia – Toxicodendron diversilobum,71.060.15,,3,TRUE,,,,Lumped,71.060.14
Quercus agrifolia,"Quercus agrifolia / Quercus (berberidifolia, xacutidens)",71.060.37,,7,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Salix lasiolepis,71.060.47,,4,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Toxicodendron diversilobum,71.060.13,,34,FALSE,,,,,
Quercus agrifolia,Quercus agrifolia / Toxicodendron diversilobum / grass,71.060.12,,29,TRUE,,,,Lumped,71.060.13
Quercus berberidifolia,,,,10,FALSE,37.407.00,,,,
Quercus berberidifolia,,37.407.00,,33,FALSE,,,,,
Quercus berberidifolia,"Quercus (berberidifolia, ×acutidens)",,,23,FALSE,,,,,
Quercus berberidifolia,"Quercus (berberidifolia, ×acutidens) – Cercocarpus montanus var. minutiflorus",,,9,FALSE,,,,,
Quercus berberidifolia,"Quercus (berberidifolia, xacutidens) – Ceanothus leucodermis",,,6,FALSE,,,,,
Quercus berberidifolia,Quercus berberidifolia,,,1,FALSE,37.407.02,,,,
Quercus berberidifolia,Quercus berberidifolia,37.407.02,,11,FALSE,,,,,
Quercus berberidifolia,Quercus berberidifolia – Adenostoma fasciculatum,37.409.03,,5,FALSE,,,,,
Quercus berberidifolia,"Quercus berberidifolia – Ceanothus (oliganthus, tomentosus)",37.407.12,,4,FALSE,,,,,
Quercus berberidifolia,Quercus berberidifolia – Ceanothus cuneatus,37.406.05,,2,FALSE,,,,,
Quercus berberidifolia,Quercus berberidifolia – Cercocarpus montanus,37.407.06,,13,FALSE,,,,,
Quercus berberidifolia,Quercus berberidifolia / Aesculus californica,37.407.01,,1,FALSE,,,,,
Quercus berberidifolia – Adenostoma fasciculatum,,37.409.00,,4,TRUE,,,,Lumped,37.407.00
Quercus berberidifolia – Adenostoma fasciculatum,"Quercus (berberidifolia, xacutidens) – Adenostoma fasciculatum",,,7,FALSE,,,,,
Quercus berberidifolia – Adenostoma fasciculatum,Quercus berberidifolia – Adenostoma fasciculatum,37.409.03,,2,FALSE,,,,,
Quercus cedrosensis,Quercus cedrosensis,37.421.00,,1,FALSE,,,,,
Quercus chrysolepis (tree),,71.050.00,,130,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis,71.050.04,,1,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis – Arbutus menziesii,71.050.35,,3,TRUE,,,,Lumped,71.050.01
Quercus chrysolepis (tree),Quercus chrysolepis – Arbutus menziesii – Notholithocarpus densiflorus var. densiflorus,71.050.01,,7,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis – Pinus jeffreyi,71.050.32,,3,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis – Pinus sabiniana,71.050.16,,2,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis – Quercus kelloggii,71.050.26,,1,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis – Quercus wislizeni,71.050.29,,2,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis – Umbellularia californica,71.050.13,,51,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis / Arctostaphylos crustacea,71.050.36,,4,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis / Arctostaphylos patula,71.050.15,,6,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis / Arctostaphylos viscida,71.050.14,,2,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis / Calycanthus occidentalis – Vitis californica,71.050.30,,6,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis / Ceanothus integerrimus,71.050.03,,7,FALSE,,,,,
Quercus chrysolepis (tree),"Quercus chrysolepis / Quercus (wislizeni, parvula)",71.050.29,,6,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis / Quercus wislizeni,71.050.29,,4,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis / Rhamnus ilicifolia,71.050.33,,9,FALSE,,,,,
Quercus chrysolepis (tree),Quercus chrysolepis tree,71.050.04,,34,FALSE,,,,,
Quercus cornelius-mulleri,,37.415.00,,8,FALSE,,,,,
Quercus cornelius-mulleri,Quercus cornelius-mulleri – Cercocarpus montanus,37.415.03,,5,FALSE,,,,,
Quercus cornelius-mulleri,Quercus cornelius-mulleri – Eriogonum fasciculatum – Ericameria linearifolia,37.415.02,,15,FALSE,,,,,
Quercus cornelius-mulleri,Quercus cornelius-mulleri – Rhus ovata,37.415.01,,9,FALSE,,,,,
Quercus douglasii,,,,91,FALSE,71.020.00,,,,
Quercus douglasii,,71.020.00,,165,FALSE,,,,,
Quercus douglasii,Quercus ×eplingii / Grass,71.020.47,,6,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Aesculus californica / grass,71.020.24,,20,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Juniperus californica / Ceanothus cuneatus – Cercocarpus montanus,,,10,FALSE,71.020.48,,,,
Quercus douglasii,Quercus douglasii – Juniperus californica / Ceanothus cuneatus – Cercocarpus montanus,71.020.48,,1,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Juniperus californica / Ericameria linearifolia,71.020.19,,5,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Pinus sabiniana / Arctostaphylos viscida,71.020.04,,6,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Pinus sabiniana / Ceanothus cuneatus – Cercocarpus montanus,,,4,FALSE,71.020.03,,,,
Quercus douglasii,Quercus douglasii – Pinus sabiniana / Ceanothus cuneatus – Cercocarpus montanus,71.020.03,,9,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Pinus sabiniana / grass,,,2,FALSE,71.020.02,,,,
Quercus douglasii,Quercus douglasii – Pinus sabiniana / Grass,71.020.02,,7,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Quercus agrifolia,71.020.01,,26,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Quercus lobata,71.020.11,,2,TRUE,,,,Lumped,71.040.18
Quercus douglasii,Quercus douglasii – Quercus wislizeni,71.020.06,,3,FALSE,,,,,
Quercus douglasii,Quercus douglasii – Quercus wislizeni / Bromus spp. – Daucus pusillus,71.020.17,,10,TRUE,,,,Lumped,71.020.16
Quercus douglasii,Quercus douglasii – Quercus wislizeni / Ceanothus cuneatus,71.020.07,,1,TRUE,,,,Lumped,71.020.12
Quercus douglasii,Quercus douglasii / (Achnatherum lemmonii –  Nassella pulchra),71.020.43,,4,FALSE,,,,,
Quercus douglasii,"Quercus douglasii / Amsinckia (intermedia, menziesii) – Plagiobothrys nothofulvus",71.020.27,,12,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Arctostaphylos manzanita / herbaceous,71.020.22,,5,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Bromus spp. – (Daucus pusillus),71.020.16,,64,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Bromus spp. – Daucus pusillus,71.020.16,,13,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Ceanothus cuneatus,71.020.12,,13,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Ericameria linearifolia,71.020.08,,12,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Eriogonum fasciculatum / herbaceous,71.020.20,,1,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Grass,71.020.05,,15,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Mixed Herbaceous,,,35,FALSE,71.020.05,,,,
Quercus douglasii,Quercus douglasii / Mixed herbaceous,71.020.05,,52,FALSE,,,,,
Quercus douglasii,Quercus douglasii / Toxicodendron diversilobum / grass,71.020.45,,4,FALSE,,,,,
Quercus durata,,37.405.00,,2,FALSE,,,,,
Quercus durata,Quercus durata,37.405.02,,4,FALSE,,,,,
Quercus durata,Quercus durata – Adenostoma fasciculatum,37.405.15,,19,FALSE,,,,,
Quercus durata,Quercus durata – Arctostaphylos glauca – Artemisia californica / Grass,37.405.06,,8,FALSE,,,,,
Quercus durata,Quercus durata – Arctostaphylos glauca – Garrya congdonii / Melica torreyana,37.405.07,,20,FALSE,,,,,
Quercus durata,Quercus durata – Ceanothus jepsonii,37.405.16,,22,FALSE,,,,,
Quercus durata,Quercus durata – Frangula californica ssp. tomentella – Arctostaphylos glauca,37.405.12,,7,FALSE,,,,,
Quercus durata,Quercus durata – Heteromeles arbutifolia – Umbellularia californica,37.405.11,,18,FALSE,,,,,
Quercus engelmannii,,,,1,FALSE,71.070.00,,,,
Quercus engelmannii,,71.070.00,,7,FALSE,,,,,
Quercus engelmannii,Quercus engelmannii – Quercus agrifolia / Toxicodendron diversilobum / annual grass,71.070.04,,9,FALSE,,,,,
Quercus engelmannii,Quercus engelmannii / Salvia apiana,,,2,FALSE,71.070.06,,,,
Quercus garryana (shrub),,,,1,FALSE,37.411.00,,,,
Quercus garryana (shrub),,37.411.00,,23,FALSE,,,,,
Quercus garryana (shrub),Quercus garryana – Cercocarpus montanus,37.411.06,,5,FALSE,,,,,
Quercus garryana (shrub),Quercus garryana shrub,37.411.03,,13,FALSE,,,,,
Quercus garryana (tree),,71.030.00,,1,FALSE,,,,,
Quercus garryana (tree),Quercus garryana – Quercus kelloggii / Dichelostemma ida-maia,71.030.15,,1,FALSE,,,,,
Quercus garryana (tree),"Quercus garryana – Umbellularia californica – Quercus (agrifolia, kelloggii)",71.030.16,,50,FALSE,,,,,
Quercus garryana (tree),Quercus garryana / (Cynosurus echinatus – Festuca californica),71.030.17,,48,TRUE,,,,Split,"71.030.20, 71.030.19"
Quercus john-tuckeri,,37.418.00,,57,FALSE,,,,,
Quercus john-tuckeri,Quercus john-tuckeri,37.418.04,,13,FALSE,,,,,
Quercus john-tuckeri,Quercus john-tuckeri – Juniperus californica – Ericameria linearifolia,37.418.05,,1,FALSE,,,,,
Quercus john-tuckeri,Quercus john-tuckeri / Pinus monophylla – Pinus sabiniana,,,1,FALSE,87.040.23,,,,
Quercus kelloggii,,,,1,FALSE,71.010.00,,,,
Quercus kelloggii,,71.010.00,,119,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii – Arbutus menziesii – Quercus agrifolia,71.010.22,,21,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii – Pinus coulteri,71.010.32,,3,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii – Pinus ponderosa,71.010.26,,5,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii – Pinus ponderosa / Arctostaphylos viscida,71.010.27,,6,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii – Pseudotsuga menziesii – Acer macrophyllum,71.010.16,,1,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii – Pseudotsuga menziesii – Umbellularia californica,71.010.29,,21,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii – Quercus chrysolepis,71.010.12,,5,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii – Quercus chrysolepis / Toxicodendron diversilobum,71.010.01,,2,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii / annual grass – herb,71.010.30,,8,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii / Arctostaphylos mewukka / Chamaebatia foliolosa,71.010.20,,7,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii / Arctostaphylos patula,71.010.06,,10,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii / grass – herb,71.010.30,,23,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii / Ribes roezlii,71.010.36,,6,FALSE,,,,,
Quercus kelloggii,Quercus kelloggii / Toxicodendron diversilobum,71.010.08,,5,FALSE,,,,,
Quercus lobata,,,,6,FALSE,71.035.00,,,,
Quercus lobata,,71.035.00,,73,FALSE,,,,,
Quercus lobata,,71.040.00,,2,TRUE,,,,Split,"71.035.00, 71.045.00"
Quercus lobata,Quercus lobata – Fraxinus latifolia / Vitis californica,71.040.16,,4,FALSE,,,,,
Quercus lobata,Quercus lobata – Quercus agrifolia / grass,,,2,FALSE,71.040.06,,,,
Quercus lobata,Quercus lobata – Quercus agrifolia / grass,71.040.06,,25,FALSE,,,,,
Quercus lobata,Quercus lobata – Quercus agrifolia / Toxicodendron diversilobum,71.040.17,,1,TRUE,,,,Split,"71.040.20, 71.040.06"
Quercus lobata,Quercus lobata – Quercus douglasii,71.040.18,,3,FALSE,,,,,
Quercus lobata,Quercus lobata – Quercus kelloggii,71.040.19,,5,FALSE,,,,,
Quercus lobata,Quercus lobata / Baccharis pilularis – Diplacus aurantiacus,71.040.23,,7,FALSE,,,,,
Quercus lobata,Quercus lobata / grass,71.040.05,,50,FALSE,,,,,
Quercus lobata,Quercus lobata / Rubus ursinus – Rosa californica,71.040.22,,1,FALSE,,,,,
Quercus lobata Riparian,,71.045.00,,41,FALSE,,,,,
Quercus lobata Riparian,Quercus lobata – Fraxinus latifolia / Vitis californica,71.040.16,,8,FALSE,,,,,
Quercus lobata Riparian,Quercus lobata – Quercus agrifolia / Toxicodendron diversilobum – (Symphoricarpos spp.),71.045.01,,12,FALSE,,,,,
Quercus lobata Riparian,Quercus lobata – Quercus chrysolepis / Vitis californica,71.050.28,,2,FALSE,,,,,
Quercus lobata Riparian,Quercus lobata – Quercus wislizeni,71.040.12,,7,FALSE,,,,,
Quercus lobata Riparian,Quercus lobata – Salix lasiolepis,71.040.20,,2,FALSE,,,,,
Quercus lobata Riparian,Quercus lobata / herbaceous semi-riparian,71.040.13,,11,FALSE,,,,,
Quercus lobata Riparian,Quercus lobata / Rubus armeniacus,71.040.10,,1,FALSE,,,,,
Quercus lobata Riparian,Quercus lobata / Rubus ursinus – Rosa californica,71.040.22,,6,FALSE,,,,,
Quercus parvula var. shrevei,,71.085.00,,1,TRUE,,,,Lumped,71.080.00
Quercus turbinella,Quercus turbinella – Baccharis sergiloides,71.095.02,,8,FALSE,,,,,
Quercus vacciniifolia – Chrysolepis sempervirens,,37.422.00,,1,FALSE,,,,,
Quercus vacciniifolia – Chrysolepis sempervirens,Chrysolepis sempervirens,37.700.01,,2,FALSE,,,,,
Quercus vacciniifolia – Chrysolepis sempervirens,Quercus vacciniifolia,37.414.01,,14,FALSE,,,,,
Quercus vacciniifolia – Chrysolepis sempervirens,Quercus vacciniifolia / Arctostaphylos patula,37.414.03,,7,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),,,,1,FALSE,37.425.00,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),,37.425.00,,30,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),"Quercus (parvula, wislizeni) – Arctostaphylos glandulosa",37.420.02,,1,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus agrifolia – Quercus chrysolepis – Quercus parvula (shrub),37.425.02,,3,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus chrysolepis – Ceanothus integerrimus,37.413.02,,29,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus chrysolepis shrub,37.413.01,,6,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus palmeri,37.425.04,,3,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus parvula (shrub),37.425.01,,6,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus wislizeni – Carpenteria californica,37.425.03,,4,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus wislizeni – Ceanothus leucodermis,37.403.01,,5,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus wislizeni – Ceanothus oliganthus,37.420.07,,5,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus wislizeni – Cercocarpus montanus,37.420.03,,15,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus wislizeni – Quercus berberidifolia,37.404.01,,1,FALSE,,,,,
Quercus wislizeni – Quercus chrysolepis (shrub),Quercus wislizeni var. frutescens,37.420.01,,15,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),,,,2,FALSE,71.080.00,,,,
Quercus wislizeni – Quercus parvula (tree),,71.080.00,,214,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),"Quercus (parvula, wislizeni) – Arbutus menziesii / Toxicodendron diversilobum",71.080.03,,21,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus parvula var. shrevei,71.080.49,,12,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni – (Pinus sabiniana) / Arctostaphylos viscida,71.080.09,,4,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni – Aesculus californica,71.080.14,,59,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni – Pinus sabiniana / annual grass – herb,71.080.42,,20,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni – Quercus chrysolepis tree,71.080.38,,6,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni – Quercus douglasii – Pinus sabiniana,71.080.01,,2,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni – Quercus douglasii / herbaceous,71.080.44,,29,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni – Salix laevigata / Frangula californica,71.080.13,,22,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni / Eriodictyon californicum,71.080.05,,9,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni / Heteromeles arbutifolia,71.080.40,,2,FALSE,,,,,
Quercus wislizeni – Quercus parvula (tree),Quercus wislizeni / Toxicodendron diversilobum,71.080.48,,27,FALSE,,,,,
Quercus wislizeni (shrub),,37.420.00,,3,TRUE,,,,Merged,37.425.00
Quercus wislizeni (shrub),Quercus wislizeni – Ceanothus oliganthus,37.420.07,,2,FALSE,,,,,
Quercus wislizeni (shrub),Quercus wislizeni var. frutescens,37.420.01,,6,FALSE,,,,,
Quercus wislizeni (tree),,71.080.00,,40,FALSE,,,,,
Quercus wislizeni (tree),Quercus wislizeni – Aesculus californica,71.080.14,,1,FALSE,,,,,
Quercus wislizeni (tree),Quercus wislizeni – Pinus sabiniana / annual grass – herb,71.080.42,,1,FALSE,,,,,
Quercus wislizeni (tree),Quercus wislizeni – Quercus chrysolepis tree,71.080.38,,13,FALSE,,,,,
Quercus wislizeni (tree),Quercus wislizeni – Quercus douglasii – Pinus sabiniana / (grass),71.080.01,,1,FALSE,,,,,
Ranunculus aquatilis – Callitriche palustris – Callitriche heterophylla [pending],Ranunculus aquatilis,52.129.01,,1,FALSE,,,,,
Removed,Removed - Autocorrelated,,,70,FALSE,,,,,
Rhododendron columbianum,Rhododendron columbianum – Gaultheria shallon / Carex obnupta,63.425.03,,1,FALSE,,,,,
Rhus integrifolia,,37.803.00,,8,FALSE,,,,,
Rhus integrifolia,Rhus integrifolia,37.803.01,,23,FALSE,,,,,
Rhus integrifolia,Rhus integrifolia – Artemisia californica – Eriogonum cinereum,37.803.03,,5,FALSE,,,,,
Rhus integrifolia,Rhus integrifolia – Artemisia californica – Salvia mellifera,37.803.05,,1,FALSE,,,,,
Rhus integrifolia,Rhus integrifolia – Heteromeles arbutifolia,37.803.08,,3,FALSE,,,,,
Rhus integrifolia,Rhus integrifolia – Malosma laurina,37.803.09,,2,FALSE,,,,,
Rhus integrifolia,Rhus integrifolia – Opuntia spp. – Eriogonum cinereum,37.803.04,,3,FALSE,,,,,
Rhus integrifolia,Rhus integrifolia (disturbed),,,2,FALSE,37.803.01,,,,
Rhus ovata,,,,1,FALSE,37.801.00,,,,
Rhus ovata,,37.801.00,,21,FALSE,,,,,
Rhus ovata,Rhus ovata,37.801.01,,2,FALSE,,,,,
Rhus ovata,Rhus ovata – Salvia leucophylla – Artemisia californica,37.801.02,,1,FALSE,,,,,
Rhus ovata,Rhus ovata – Ziziphus parryi,,,3,FALSE,37.801.03,,,,
Rhus trilobata – Crataegus rivularis – Forestiera pubescens,,37.802.00,,1,TRUE,,,,Lumped,61.580.00
Rhus trilobata – Crataegus rivularis – Forestiera pubescens,,61.580.00,,17,FALSE,,,,,
Rhus trilobata – Crataegus rivularis – Forestiera pubescens,Forestiera pubescens,61.580.01,,11,FALSE,,,,,
Rhus trilobata – Crataegus rivularis – Forestiera pubescens,Forestiera pubescens – Sambucus nigra,61.580.02,,1,FALSE,,,,,
Rhus trilobata – Crataegus rivularis – Forestiera pubescens,Rhus trilobata,37.802.01,,3,FALSE,,,,,
Rhus trilobata – Crataegus rivularis – Forestiera pubescens,Sambucus nigra,63.410.01,,5,TRUE,,,,Split,"61.580.03, 37.965.06"
Ribes quercetorum,,,,1,FALSE,,,,,
Ribes quercetorum,,37.960.00,,4,TRUE,,,,Merged,37.965.00
Ribes quercetorum,Ribes quercetorum,37.960.01,,25,FALSE,,,,,
